1310,4,42,10,65
1240,3,31,9,54
1300,3.9,40,10,51
1500,3.5,36,10,73
1430,3.7,38,10,53
1240,3.7,38,10,58
1030,3,31,10,74
1350,3.6,37,10,63
1060,3.5,36,10,51
1130,3.6,37,10,61
1020,3.8,39,10,54
780,3,31,10,86
1350,3.6,37,9,61
1130,3.8,39,9,54
1210,4,42,10,65
1300,3.7,38,10,74
1130,3.3,34,9,81
930,2.4,25,10,54
1160,3.5,36,10,65
1230,3.8,39,9,57
1170,3.8,39,10,53
1110,3.5,36,9,65
1380,3.2,33,10,61
1240,4,42,10,67
1490,4,42,10,59
1290,3.5,36,10,54
1030,3.4,35,10,75
1180,2.8,29,10,53
1310,3.7,38,10,61
1130,3.7,38,10,65
1100,4,42,10,54
1270,3.8,39,9,74
1210,3.2,33,10,53
1310,3.7,38,10,65
1260,3.5,36,10,54
1190,3.5,36,9,65
1160,3.4,35,10,74
1390,3.9,40,10,61
1210,3.2,33,10,67
1130,3.5,36,10,78
1200,3.8,39,10,86
1500,3.7,38,9,57
1210,4,42,9,61
1380,3.8,39,9,54
1530,3.9,40,10,61
1340,4,42,9,65
1210,3.6,37,10,59
1460,3.4,35,10,53
1190,3.7,38,10,57
880,3.9,40,10,53
1100,3.7,38,10,54
1250,3.9,40,10,61
1120,3.3,34,10,82
1310,3.8,39,10,54
1270,4,42,9,61
1150,4,42,9,61
1600,4,42,10,67
1380,4,42,10,53
1510,4,42,10,59
1100,3.1,32,10,79
1530,4,42,9,61
1190,3.7,38,10,54
1050,3.8,39,10,86
1380,4,42,9,77
1310,4,42,10,78
1010,3.4,35,10,61
1390,3.7,38,10,61
1260,3.6,37,9,61
1430,3.3,34,10,54
1030,3,31,10,53
1180,3.3,34,10,62
1050,3.4,35,10,53
1380,3.7,38,10,61
1350,4,42,10,82
1110,3.2,33,10,56
1030,3.6,37,10,67
1350,3.3,34,10,71
1390,3.9,40,10,54
1110,3.6,37,10,76
1350,4,42,9,54
850,3.1,32,10,81
1490,4,42,10,61
1220,3.2,33,10,54
1250,4,42,10,61
1210,3,31,10,54
1530,4,42,10,61
990,3.7,38,10,53
1130,3.6,37,10,81
1460,3.8,39,10,74
920,3.2,33,10,74
1350,3.7,38,10,61
910,3,31,10,54
1130,3.9,40,10,79
1000,3.3,34,10,51
1380,4,42,10,72
910,2.7,28,10,68
1250,3.7,38,9,56
1500,4,42,9,75
1220,4,42,9,81
1340,3.4,35,10,70
1470,4,42,9,61
1100,3.6,37,10,56
1140,3.7,38,9,79
1170,3.9,40,10,53
1420,3.5,36,10,61
1270,3.7,38,10,61
1380,4,42,10,61
1420,4,42,10,61
1170,3.9,40,10,54
1090,3.5,36,10,52
1070,3.9,40,9,54
960,2.3,24,10,70
1400,4,42,9,61
1040,3.6,37,10,65
1420,3.8,39,10,53
1330,3.2,33,10,53
1150,3.6,37,10,54
1070,3.2,33,9,54
1210,3.8,39,9,79
1230,3.7,38,10,55
1170,3.4,35,10,54
1310,2.9,30,10,57
1260,3.7,38,10,61
1280,4,42,10,74
1030,3.8,39,10,53
1010,3.5,36,10,58
1110,3.7,38,10,82
1240,3.4,35,10,60
1260,3.7,38,10,60
1210,2.9,30,10,70
1320,3.6,37,9,71
1130,3.9,40,9,67
1080,3.4,35,10,81
1020,3,31,9,67
1270,3.9,40,10,78
890,3,31,10,64
1210,4,42,10,67
1380,3.6,37,10,65
1360,3.7,38,10,79
1360,4,42,10,61
1040,3.7,38,10,50
1420,3.2,33,10,61
1240,3.2,33,10,57
1170,3.7,38,10,81
1230,3.6,37,10,61
1210,4,42,10,51
1280,3.4,35,10,63
1560,4,42,10,67
1540,3.9,40,10,55
1490,3.8,39,9,78
1170,3.2,33,10,56
1090,3.7,38,10,86
980,3.6,37,9,79
820,3.2,33,10,78
1050,3.2,33,10,53
1210,3.5,36,10,63
1230,3.5,36,10,86
1000,2.2,23,9,79
1350,3.2,33,10,65
1130,3.4,35,10,75
1210,3.6,37,10,79
1240,3.7,38,10,62
980,3.4,35,10,53
1280,3.2,33,10,54
1140,3.7,38,9,67
1210,3.4,35,10,79
1170,4,42,9,61
1170,3.2,33,10,68
1010,3.3,34,9,81
1370,3.9,40,9,79
1220,2.8,29,10,84
830,3.9,40,10,61
1460,3.7,38,10,61
1260,4,42,9,57
1000,3,31,10,53
1230,3.8,39,10,70
1170,3.8,39,10,53
1060,3.5,36,10,51
1350,3.6,37,10,78
1380,3.7,38,10,61
1070,3.8,39,10,53
1400,3.4,35,10,61
1210,3.1,32,10,61
1420,3.6,37,10,59
1290,3.7,38,9,61
1350,4,42,10,84
1220,4,42,10,79
1420,3.8,39,10,61
1170,3.2,33,10,61
1290,3.6,37,10,57
1160,2,21,10,84
1490,3.7,38,10,57
1280,3.4,35,10,78
1530,3.9,40,9,53
1420,3.3,34,10,61
1170,3.6,37,10,53
1210,3.5,36,10,51
1170,3.7,38,10,65
1370,3.2,33,10,54
1360,3.5,36,10,54
970,3.3,34,9,67
1350,3,31,9,61
1100,3.5,36,10,81
1420,3.9,40,9,86
1060,3.9,40,9,54
1350,3.7,38,10,79
1020,4,42,9,54
980,2.8,29,10,63
1190,3.8,39,10,53
1190,3.7,38,9,65
1170,4,42,9,53
1260,3.7,38,10,79
1020,2.9,30,10,79
1100,2.7,28,9,76
1070,3.4,35,10,79
1280,3.5,36,10,54
1270,3.8,39,10,63
1340,4,42,9,84
1100,3.5,36,10,81
1460,4,42,10,61
1350,3.9,40,10,79
1130,3.6,37,10,53
1380,3.8,39,10,53
1280,3.3,34,10,54
