1210,3.7,38,10,78
1170,3.8,39,10,61
1320,3.5,36,10,63
1220,3.5,36,10,61
1490,4,42,10,61
1560,3.4,35,10,77
1530,3.9,40,10,53
1420,3.8,39,10,61
960,3,31,10,61
1170,3.5,36,10,73
1110,3,31,10,54
1240,3.6,37,10,61
1210,4,42,10,81
1170,3.5,36,10,52
1380,3.1,32,10,67
1460,4,42,10,53
1280,3.8,39,10,53
1380,3.8,39,10,51
1410,3.7,38,10,61
1360,3.7,38,10,67
1180,4,42,10,61
1560,4,42,10,76
1420,3.6,37,10,53
1390,4,42,10,61
1530,4,42,10,61
1350,3.8,39,10,61
1530,3.9,40,10,81
1250,3,31,10,61
1350,3.8,39,10,54
1350,4,42,9,53
1550,4,42,10,61
1410,3.6,37,10,61
1210,3.8,39,10,61
1220,3.9,40,10,85
1310,3.6,37,10,53
1220,3,31,10,59
1180,4,42,9,67
1490,3.8,39,10,53
1560,4,42,9,59
1360,3.9,40,10,78
1380,3,31,10,61
1270,3.3,34,10,61
1530,3.9,40,10,61
1560,4,42,10,58
1280,3.9,40,9,54
1280,3.9,40,10,61
820,3.2,33,9,73
1240,3,31,10,51
1420,4,42,10,73
1360,4,42,9,50
1380,3.4,35,10,61
1130,3.9,40,9,80
1280,3.2,33,10,78
1350,3.5,36,10,54
1240,2.6,27,10,61
1300,4,42,10,60
1240,3.7,38,10,84
1050,3.9,40,10,61
1460,3.9,40,10,61
990,4,42,9,61
1310,3.9,40,10,57
1420,4,42,10,61
1160,3.9,40,9,61
1420,3.5,36,10,61
1410,4,42,9,61
1310,3.1,32,10,54
1560,3.9,40,10,61
1280,3.4,35,10,61
1210,2.8,29,10,78
1420,3.6,37,10,61
1440,3.7,38,10,61
1350,4,42,10,78
1130,3.9,40,10,57
1310,3.3,34,10,61
1380,3.9,40,10,61
1490,4,42,10,61
1460,3.8,39,10,61
1040,3.3,34,10,54
1470,4,42,9,76
1170,3.8,39,10,62
1480,3.9,40,10,54
1260,3.4,35,9,78
1130,3.6,37,9,73
1370,3.6,37,10,54
1380,3.7,38,10,66
1390,3.9,40,9,61
1250,4,42,9,67
1100,2.9,30,10,80
1060,2.7,28,9,70
1490,3.9,40,10,57
1170,3.7,38,9,59
1380,4,42,9,73
1420,3.9,40,9,85
1380,4,42,9,53
1360,4,42,10,61
1350,3.6,37,10,61
1420,3.1,32,10,61
1380,4,42,10,55
1310,4,42,9,59
1380,4,42,10,61
1240,3.5,36,10,54
1460,3.5,36,10,61
1310,3.2,33,10,65
1460,4,42,10,53
1350,4,42,10,53
1100,3.9,40,10,62
1370,3.5,36,9,67
1380,3.4,35,10,67
1500,3.9,40,10,61
1240,2.9,30,10,65
1170,3.5,36,10,77
1490,3.8,39,10,53
910,3.3,34,10,64
1230,3.4,35,10,61
1250,2.6,27,10,83
1270,4,42,9,61
1350,3.9,40,10,54
1330,3.7,38,10,54
1090,3,31,10,56
1280,4,42,10,61
1560,3.7,38,10,61
1250,3.2,33,10,65
1530,4,42,10,61
1130,3.4,35,9,65
1130,3.8,39,10,56
1260,4,42,9,85
1210,4,42,10,61
1190,3.4,35,10,54
1080,3.2,33,10,54
1380,3.8,39,9,85
1490,4,42,10,61
1210,3.9,40,10,61
1280,3.3,34,9,61
1420,4,42,9,53
1460,3.7,38,10,53
1330,4,42,9,61
1060,3.7,38,9,55
1360,3.6,37,10,61
1170,3.8,39,10,54
1530,4,42,10,61
1480,3.9,40,10,54
1210,3.9,40,10,67
